@relation distance_raw_data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-L5

@attribute 'Legal action North' {False,True}
@attribute 'Legal action South' {False,True}
@attribute 'Legal action East' {False,True}
@attribute 'Legal action West' {False,True}
@attribute 'North ghost' numeric
@attribute 'South ghost' numeric
@attribute 'East ghost' numeric
@attribute 'West ghost' numeric
@attribute 'North dot' numeric
@attribute 'South dot' numeric
@attribute 'East dot' numeric
@attribute 'West dot' numeric
@attribute 'Pacman direction' {North,South,East,West,Stop}
@attribute 'Current score' numeric
@attribute 'Future score' numeric

@data
True,True,False,True,11,9,?,11,5,3,?,5,East,78,77
True,True,False,True,11,9,?,11,4,2,?,4,East,77,76
True,True,True,True,10,10,8,10,4,2,2,4,South,76,75
False,True,True,True,?,9,7,9,?,2,2,4,East,75,74
False,True,True,True,?,8,6,8,?,1,1,3,East,74,73
True,True,True,True,7,9,7,9,2,2,0,2,South,73,272
True,True,True,True,6,8,6,8,7,5,7,5,East,272,271
True,True,True,True,5,7,5,7,7,5,7,5,East,271,270
True,True,True,True,6,8,6,8,6,4,6,4,South,270,269
True,True,True,True,7,9,7,9,6,4,6,4,West,269,268
True,True,True,False,8,10,8,?,5,3,5,?,West,268,267
True,True,True,True,9,11,9,11,3,3,3,1,South,267,266
True,True,True,True,10,12,10,12,1,3,3,1,South,266,265
True,True,True,True,11,13,11,13,1,3,3,3,South,265,264
True,False,True,True,10,?,12,12,3,?,5,3,East,264,263
False,False,True,True,?,?,13,11,?,?,5,3,East,263,362
False,False,False,True,?,?,?,23,?,?,?,4,East,362,361
False,False,True,True,?,?,24,22,?,?,6,4,West,361,360
True,False,True,True,21,?,23,23,3,?,5,3,West,360,359
True,True,False,True,20,22,?,22,1,3,?,1,North,359,558
True,True,True,True,21,23,21,23,14,16,14,16,West,558,557
True,True,True,True,22,24,22,24,15,17,15,17,West,557,556
False,True,True,True,?,23,21,23,?,15,13,15,North,556,555
False,True,True,True,?,23,21,23,?,14,12,14,North,555,554
True,True,True,True,20,22,20,22,11,13,11,13,East,554,553
True,True,True,True,19,21,19,21,9,11,9,11,East,553,552
True,True,True,True,18,20,18,20,8,10,8,10,North,552,551
True,True,True,True,17,19,17,19,6,8,6,8,East,551,550
True,True,False,True,16,18,?,18,4,6,?,6,East,550,549
True,True,True,True,15,17,15,17,6,6,4,6,North,549,548
True,False,True,True,14,?,14,16,6,?,4,6,East,548,547
True,True,True,True,13,15,15,15,5,3,3,5,East,547,546
True,True,False,True,14,16,?,14,4,2,?,4,East,546,545
True,True,True,True,15,17,17,15,4,2,4,4,South,545,544
True,True,True,True,16,18,18,16,2,0,2,2,South,544,543
True,True,True,True,17,19,19,17,2,2,0,2,South,543,542
True,True,True,True,18,20,20,18,2,2,0,2,South,542,541
True,True,True,True,17,19,19,17,4,2,2,4,North,541,540
True,True,True,True,16,18,18,16,4,2,2,4,North,540,739
True,True,False,True,17,19,?,17,18,20,?,18,East,739,738
True,True,True,True,18,20,20,18,18,20,20,18,South,738,737
True,True,True,True,19,21,21,19,19,21,21,19,South,737,736
True,True,True,True,18,20,20,18,19,21,21,19,West,736,735
True,True,True,True,17,19,19,17,19,21,21,19,North,735,734
True,True,True,True,16,18,18,16,18,20,20,18,North,734,733
True,True,True,True,15,17,17,15,16,18,18,16,North,733,732
True,True,False,True,14,16,?,14,14,16,?,14,North,732,731
True,True,True,True,13,15,15,13,12,14,14,12,North,731,730
True,True,True,True,12,14,14,12,10,12,12,10,North,730,729
True,True,True,True,11,13,13,11,9,11,11,9,North,729,728
True,True,True,True,10,12,12,10,9,11,11,9,North,728,727
True,True,True,True,9,11,11,9,8,10,10,8,North,727,726
True,True,True,True,10,12,12,10,8,10,10,8,East,726,725
True,True,True,True,11,13,13,11,8,10,10,8,East,725,724
True,True,True,True,10,12,12,10,7,9,9,7,West,724,723
False,True,True,True,?,11,11,9,?,8,8,6,North,723,722
False,True,True,True,?,11,11,9,?,9,9,7,North,722,821
False,True,True,True,?,?,?,?,?,10,10,8,East,821,820
False,True,False,True,?,?,?,?,?,12,?,10,East,820,819
False,True,True,True,?,?,?,?,?,12,12,10,West,819,818
False,True,True,True,?,?,?,?,?,10,10,8,West,818,817
False,True,True,True,?,?,?,?,?,10,10,8,West,817,816
False,True,True,True,?,?,?,?,?,10,10,8,West,816,815
False,True,True,True,?,?,?,?,?,10,10,8,West,815,814
False,True,True,True,?,?,?,?,?,8,8,6,West,814,813
False,False,True,True,?,?,?,?,?,?,8,6,West,813,812
False,False,True,True,?,?,?,?,?,?,7,5,West,812,811
False,False,True,True,?,?,?,?,?,?,5,3,West,811,810
False,False,True,True,?,?,?,?,?,?,5,3,West,810,809
True,True,True,True,6,4,4,6,7,5,7,7,East,-2,-3
True,True,True,True,5,3,3,5,8,6,8,6,East,-3,-4
True,True,True,True,6,4,4,6,8,6,8,8,West,-4,-5
True,True,True,True,7,5,5,7,8,6,8,8,North,-5,-6
False,True,True,True,?,6,6,8,?,6,8,8,North,-6,-7
False,True,True,True,?,5,5,7,?,7,9,7,East,-7,-8
False,True,True,True,?,4,6,6,?,8,10,8,East,-8,91
False,True,True,True,?,5,7,5,?,8,10,8,East,91,90
False,True,False,True,?,6,?,6,?,10,?,10,East,90,89
False,True,True,True,?,5,7,5,?,10,12,10,West,89,88
False,True,True,True,?,4,6,6,?,11,11,9,West,88,87
False,True,True,True,?,5,5,7,?,11,11,9,West,87,86
False,True,True,True,?,6,6,8,?,9,9,7,West,86,85
False,True,True,True,?,7,7,9,?,7,7,5,West,85,84
False,True,True,True,?,8,8,10,?,7,7,5,West,84,83
False,False,True,True,?,?,9,11,?,?,6,4,West,83,82
False,False,True,True,?,?,10,12,?,?,6,4,West,82,81
False,False,True,True,?,?,11,13,?,?,5,3,West,81,80
False,False,True,True,?,?,12,14,?,?,3,1,West,80,79
False,True,True,True,?,15,13,15,?,1,3,1,West,79,78
True,False,False,True,14,?,?,16,1,?,?,1,South,78,77
True,False,False,True,14,?,?,16,2,?,?,0,South,77,276
True,False,True,True,15,?,15,17,20,?,20,22,West,276,275
True,False,True,False,16,?,16,?,20,?,20,?,West,275,274
False,True,True,False,?,17,15,?,?,20,18,?,North,274,273
False,True,True,True,?,16,14,16,?,18,16,18,East,273,272
False,True,True,True,?,15,13,15,?,18,16,18,East,272,271
False,False,True,True,?,?,12,14,?,?,14,16,East,271,270
False,False,True,True,?,?,11,13,?,?,13,15,East,270,269
False,False,True,True,?,?,10,12,?,?,11,13,East,269,268
False,False,True,True,?,?,9,11,?,?,10,12,East,268,267
False,True,True,True,?,8,8,10,?,9,9,11,East,267,266
False,True,True,True,?,7,7,9,?,9,9,11,East,266,265
True,True,True,True,8,6,6,8,11,9,9,11,South,265,264
True,True,True,True,7,5,5,7,9,7,7,9,South,264,263
True,True,True,True,6,4,4,6,7,5,7,7,East,263,262
True,True,True,True,5,3,3,5,8,6,8,6,East,262,261
True,True,True,True,4,2,2,4,6,4,6,4,South,261,260
True,True,True,True,3,1,1,3,5,3,5,3,South,260,259
True,True,True,True,2,2,0,2,5,5,5,3,South,259,258
True,True,False,True,1,3,?,3,5,5,?,3,South,258,257
True,True,True,True,2,4,4,4,5,3,5,3,South,257,256
True,True,True,True,3,5,5,5,3,1,3,3,South,256,255
True,True,True,True,4,6,6,6,3,1,3,3,South,255,254
True,True,True,True,5,7,7,7,2,0,2,2,South,254,453
True,False,True,False,6,?,8,?,8,?,10,?,South,453,452
True,True,True,True,5,7,7,7,8,10,10,8,North,452,451
True,True,True,True,4,6,6,6,7,9,9,7,North,451,450
True,True,True,True,3,5,5,5,6,8,8,6,North,450,449
True,True,True,False,4,6,4,?,6,8,8,?,West,449,448
True,True,True,False,3,5,3,?,6,8,8,?,North,448,447
True,True,True,True,2,4,2,4,6,6,6,4,North,447,446
True,False,True,True,3,?,3,5,4,?,4,2,West,446,445
True,True,True,True,4,6,4,6,4,2,4,2,West,445,444
True,True,True,True,5,7,5,7,4,4,4,2,West,444,443
True,True,True,True,7,5,7,5,2,4,4,2,West,443,442
True,True,True,True,6,4,6,6,2,0,2,2,West,442,441
True,False,True,True,7,?,5,7,0,?,2,2,West,441,440
True,False,True,True,8,?,6,8,0,?,2,2,West,440,639
True,True,True,True,9,7,7,9,4,2,2,4,North,639,638
True,True,False,True,10,8,?,10,6,4,?,6,North,638,637
False,True,False,True,?,9,?,11,?,6,?,8,North,637,736
False,True,True,True,?,11,11,13,?,8,8,10,West,736,735
False,True,True,False,?,12,12,?,?,8,8,?,West,735,734
True,True,True,False,13,11,11,?,9,7,7,?,South,734,733
True,True,True,False,12,12,10,?,7,5,5,?,South,733,732
True,True,True,True,11,11,9,11,5,3,3,5,East,732,731
True,True,True,True,10,10,8,10,4,2,2,4,East,731,730
False,True,True,True,?,9,7,9,?,2,2,4,East,730,729
True,True,True,True,6,4,4,6,5,3,5,5,East,-3,-4
True,True,True,True,5,3,3,5,3,1,3,3,South,-4,195
True,True,True,False,4,2,2,?,11,9,9,?,South,195,194
True,True,True,True,3,3,1,3,9,7,7,9,South,194,193
True,True,True,True,2,4,2,4,9,7,7,9,South,193,192
True,False,True,True,3,?,3,5,9,?,7,9,West,192,191
True,True,True,True,4,6,4,6,9,9,7,9,West,191,190
True,True,True,True,5,7,5,7,9,7,9,7,West,190,189
True,True,True,True,7,5,7,5,7,5,7,5,West,189,188
True,True,True,True,6,4,6,6,7,5,7,7,West,188,187
True,False,True,True,7,?,5,7,9,?,7,9,West,187,186
True,False,True,True,8,?,6,8,9,?,7,9,West,186,185
True,False,True,True,9,?,7,9,9,?,7,9,West,185,184
True,True,True,True,10,8,8,10,11,9,9,11,North,184,183
True,True,True,True,11,9,9,11,12,10,10,12,North,183,182
True,True,True,True,10,8,8,10,12,10,10,12,South,182,181
True,False,True,True,9,?,7,9,12,?,10,12,South,181,180
True,False,True,True,9,?,7,9,11,?,9,11,South,180,179
True,True,True,True,10,8,8,10,11,9,9,11,North,179,178
True,True,True,True,11,9,9,11,13,11,11,13,North,178,277
False,True,True,True,?,11,11,13,?,12,12,14,North,277,276
True,True,True,True,12,10,10,12,13,11,11,13,South,276,275
True,True,False,True,11,9,?,11,11,9,?,11,East,275,274
True,True,False,True,11,9,?,11,10,8,?,10,East,274,273
True,True,True,True,10,10,8,10,10,8,8,10,South,273,272
True,False,True,True,9,?,9,11,8,?,6,8,South,272,271
True,False,True,True,8,?,8,10,7,?,5,7,East,271,270
True,True,True,True,7,9,7,9,7,5,7,7,East,270,269
True,True,True,True,6,8,6,8,8,6,8,6,East,269,268
True,True,True,True,5,7,5,7,8,6,8,6,East,268,267
True,True,True,True,4,6,4,6,9,7,9,7,East,267,266
True,False,True,True,3,?,3,5,9,?,7,9,East,266,265
True,True,True,True,2,4,2,4,7,5,5,7,East,265,264
True,True,False,True,1,3,?,3,6,4,?,6,East,264,263
True,True,False,True,1,3,?,3,7,5,?,7,East,263,262
True,True,False,True,1,3,?,3,7,5,?,7,East,262,261
True,True,False,True,1,3,?,3,6,4,?,6,East,261,260
True,True,False,True,1,3,?,3,6,4,?,6,East,260,259
True,True,False,True,1,3,?,3,5,3,?,5,East,259,258
True,True,False,True,1,3,?,3,6,4,?,6,East,258,257
True,True,True,True,2,2,0,2,8,6,8,8,North,257,256
True,True,True,True,3,1,1,3,9,7,9,9,North,256,255
True,True,True,True,4,2,2,4,9,7,9,9,North,255,254
True,True,True,True,5,3,3,5,11,9,11,11,North,254,253
True,True,True,True,6,4,4,6,11,9,11,11,North,253,252
False,True,True,True,?,5,5,7,?,10,10,8,North,252,251
False,True,True,True,?,5,5,7,?,11,11,9,North,251,250
False,True,True,True,?,6,6,8,?,11,11,9,West,250,249
False,True,True,True,?,8,8,6,?,9,9,7,West,249,248
False,True,True,True,?,7,7,5,?,7,7,5,West,248,247
False,False,True,True,?,?,6,4,?,?,6,4,West,247,246
False,False,True,True,?,?,5,3,?,?,5,3,West,246,245
False,False,True,True,?,?,4,2,?,?,5,3,West,245,244
False,False,True,True,?,?,3,1,?,?,5,3,West,244,243
False,True,True,True,?,2,2,0,?,2,4,2,West,243,242
False,True,True,True,?,1,1,1,?,2,2,0,West,242,241
True,False,True,True,0,?,2,2,2,?,2,0,South,241,440
True,False,True,True,0,?,2,2,19,?,19,21,South,440,439
True,False,True,False,1,?,1,?,19,?,19,?,West,439,438
True,False,True,False,1,?,1,?,18,?,18,?,West,438,437
True,False,True,True,0,?,2,2,16,?,16,18,East,437,436
True,False,False,True,1,?,?,1,14,?,?,16,East,436,435
True,False,False,True,1,?,?,1,14,?,?,16,East,435,434
False,True,True,True,?,2,2,0,?,15,13,15,North,434,433
False,False,True,True,?,?,3,1,?,?,13,15,East,433,432
False,False,True,True,?,?,4,2,?,?,11,13,East,432,431
False,False,True,True,?,?,5,3,?,?,10,12,East,431,430
False,False,True,True,?,?,6,4,?,?,9,11,East,430,429
False,True,True,True,?,7,7,5,?,9,9,11,East,429,428
False,True,True,True,?,8,8,6,?,7,7,9,East,428,427
False,True,True,True,?,6,6,8,?,7,9,9,East,427,426
False,True,True,True,?,5,5,7,?,7,9,7,East,426,425
False,True,True,True,?,4,6,6,?,7,9,7,East,425,524
False,True,True,True,?,5,7,5,?,8,10,8,East,524,523
True,True,True,True,6,4,6,4,9,7,9,7,South,523,522
True,True,True,True,5,3,5,3,9,7,9,7,South,522,521
True,True,True,True,4,2,4,2,7,5,7,5,South,521,520
True,True,True,True,3,1,3,3,7,5,7,5,West,520,519
True,True,True,True,4,2,2,4,5,3,5,3,West,519,518
True,True,True,True,5,3,3,5,4,2,4,4,West,518,517
True,True,True,False,4,2,2,?,3,1,3,?,South,517,516
True,True,True,True,3,3,1,3,3,1,3,1,South,516,515
True,True,True,True,2,4,2,4,2,2,2,0,South,515,714
True,False,True,True,3,?,3,5,5,?,5,3,West,714,713
True,True,True,True,4,6,4,6,5,3,5,3,West,713,712
True,True,True,True,5,7,5,7,5,3,5,3,West,712,711
True,True,True,True,6,8,6,8,4,2,4,2,South,711,710
True,True,True,True,7,9,7,9,4,2,4,2,West,710,709
True,True,True,False,8,10,8,?,2,0,2,?,West,709,708
True,True,True,False,8,10,8,?,2,0,2,?,West,708,707
True,True,True,True,6,4,4,6,7,5,7,7,East,-3,-4
True,True,True,True,5,3,3,5,9,7,9,7,East,-4,-5
True,True,True,True,4,2,4,4,10,8,10,8,East,-5,-6
True,True,True,True,5,3,5,3,12,10,12,10,East,-6,-7
True,True,True,True,6,4,6,4,12,10,12,10,North,-7,92
False,True,True,True,?,5,7,5,?,12,12,10,North,92,91
True,True,True,True,6,4,6,4,12,14,14,12,South,91,90
True,True,True,True,5,3,5,3,12,10,12,10,South,90,89
True,True,True,True,4,2,4,2,10,8,10,8,South,89,88
True,True,True,True,3,1,3,3,9,7,9,7,West,88,87
True,True,True,True,2,0,2,2,8,6,8,6,South,87,86
True,False,True,True,1,?,1,1,8,?,8,6,South,86,85
True,True,True,True,2,2,0,2,6,6,6,4,West,85,84
True,True,True,True,3,3,1,3,5,5,5,3,West,84,83
True,True,True,True,2,4,2,4,3,5,5,3,South,83,82
True,False,True,True,3,?,3,5,3,?,3,1,West,82,281
True,True,True,True,4,6,4,6,10,10,8,10,West,281,280
True,True,True,True,5,7,5,7,12,10,12,10,West,280,279
True,True,True,True,7,5,7,5,10,8,10,8,West,279,278
True,True,True,True,6,4,6,4,8,6,8,6,South,278,277
True,True,True,True,5,3,5,3,6,4,6,4,South,277,276
True,True,False,True,4,2,?,2,5,5,?,3,South,276,275
True,False,True,True,3,?,3,1,5,?,7,5,South,275,274
False,False,True,True,?,?,4,2,?,?,7,5,East,274,373
False,False,False,True,?,?,?,3,?,?,?,5,East,373,372
False,False,True,True,?,?,4,2,?,?,7,5,West,372,371
True,False,True,True,3,?,3,1,3,?,5,3,West,371,370
True,True,True,True,2,0,2,2,2,4,4,2,West,370,369
True,True,True,True,3,1,1,3,0,2,2,2,West,369,568
True,True,True,True,4,2,2,4,14,16,14,16,North,568,567
True,True,True,True,5,3,3,5,14,16,14,16,West,567,566
True,True,True,True,6,4,4,6,14,16,14,16,West,566,565
True,True,True,True,5,3,3,5,12,14,12,14,East,565,564
True,True,True,True,4,2,2,4,12,14,12,14,East,564,563
False,True,True,True,?,3,3,5,?,13,11,13,North,563,562
False,True,True,True,?,3,3,5,?,14,12,14,North,562,561
True,True,True,True,4,2,4,4,11,13,11,13,East,561,560
True,True,True,False,5,3,5,?,9,11,9,?,North,560,559
True,True,True,True,6,4,6,6,10,10,8,10,North,559,558
False,True,True,True,?,5,7,7,?,10,10,12,North,558,557
False,True,True,True,?,6,6,8,?,10,10,12,West,557,556
True,True,True,True,9,7,7,9,14,12,12,14,West,556,555
True,True,False,True,10,8,?,10,16,14,?,16,North,555,554
False,True,False,True,?,9,?,11,?,16,?,18,North,554,653
False,True,True,True,?,?,?,?,?,17,17,19,West,653,652
False,True,True,False,?,?,?,?,?,19,19,?,West,652,651
False,True,True,True,?,?,?,?,?,19,19,21,East,651,650
True,True,True,True,?,?,?,?,19,17,17,19,South,650,649
True,True,True,True,?,?,?,?,17,15,15,17,South,649,648
True,True,True,True,?,?,?,?,15,13,13,15,East,648,647
False,True,True,True,?,?,?,?,?,11,11,13,East,647,646
False,True,True,True,?,?,?,?,?,9,9,11,East,646,645
False,True,True,True,?,?,?,?,?,8,8,10,East,645,644
False,True,True,True,?,?,?,?,?,6,6,8,East,644,643
False,True,True,True,?,?,?,?,?,4,4,6,East,643,642
False,True,True,True,?,?,?,?,?,2,2,4,East,642,641
True,True,True,True,?,?,?,?,2,0,2,2,East,641,640
True,True,True,True,?,?,?,?,4,2,4,2,East,640,639
True,True,False,True,?,?,?,?,3,3,?,1,South,639,638
True,True,True,True,?,?,?,?,1,3,3,1,West,638,637
True,False,True,True,?,?,?,?,1,?,3,1,West,637,636
False,True,True,True,?,?,?,?,?,3,3,1,North,636,635
False,True,True,True,?,?,?,?,?,2,4,2,North,635,634
False,True,True,True,?,?,?,?,?,2,2,0,West,634,833
False,True,True,True,?,?,?,?,?,15,13,15,West,833,832
False,True,True,True,?,?,?,?,?,16,14,16,West,832,831
False,True,True,True,?,?,?,?,?,16,14,16,East,831,830
False,True,True,True,?,?,?,?,?,16,14,16,East,830,829
False,True,True,True,?,?,?,?,?,14,12,14,East,829,828
True,True,True,True,?,?,?,?,12,14,14,14,East,828,827
True,True,True,False,?,?,?,?,11,13,13,?,North,827,826
True,True,True,True,?,?,?,?,10,12,12,10,North,826,825
True,True,True,True,?,?,?,?,10,12,12,10,North,825,824
True,True,True,True,?,?,?,?,9,11,11,9,North,824,823
False,True,True,True,?,?,?,?,?,9,9,7,North,823,822
False,True,True,True,?,?,?,?,?,9,9,7,North,822,821
False,True,True,True,?,?,?,?,?,9,9,7,North,821,820
False,True,True,True,?,?,?,?,?,9,9,7,North,820,819
False,True,True,True,?,?,?,?,?,9,9,7,West,819,818
False,True,True,True,?,?,?,?,?,7,7,5,West,818,817
False,False,True,True,?,?,?,?,?,?,7,5,West,817,816
False,False,True,True,?,?,?,?,?,?,7,5,West,816,815
False,False,True,True,?,?,?,?,?,?,6,4,West,815,814
False,False,True,True,?,?,?,?,?,?,4,2,West,814,813
True,True,True,True,6,4,4,6,7,5,7,7,East,-2,-3
True,True,True,True,5,3,3,5,9,7,9,7,East,-3,-4
True,True,True,True,6,4,4,6,7,5,7,7,West,-4,-5
True,True,True,True,7,5,5,7,9,7,7,9,West,-5,-6
True,True,True,True,6,4,4,6,9,7,9,9,East,-6,-7
True,True,True,True,5,3,3,5,9,11,11,9,East,-7,-8
True,True,True,True,4,2,4,4,11,9,11,9,East,-8,-9
True,True,True,True,5,3,5,3,11,9,11,9,East,-9,-10
True,True,True,True,6,4,6,4,12,10,12,10,North,-10,-11
True,True,True,True,5,3,5,5,10,8,10,8,West,-11,-12
True,True,True,True,6,4,4,6,8,6,8,8,West,-12,-13
True,True,True,True,7,5,5,7,8,6,6,8,West,-13,-14
True,True,True,True,8,6,6,8,7,9,9,7,West,-14,-15
True,False,True,True,6,?,4,6,8,?,10,8,South,-5,-6
True,True,True,True,5,3,3,5,9,7,9,9,East,-6,-7
True,True,True,True,4,2,2,4,9,7,9,7,East,-7,-8
True,True,True,True,3,1,1,3,8,6,8,8,South,-8,-9
True,True,True,True,2,2,0,2,7,5,7,5,South,-9,-10
True,True,True,True,3,3,1,3,6,4,6,4,West,-10,-11
False,True,True,True,?,4,2,4,?,3,5,3,West,-11,-12
False,True,True,True,?,5,3,5,?,3,5,3,West,-12,-13
False,True,True,True,?,6,4,6,?,1,3,1,West,-13,-14
True,True,True,True,5,7,5,7,3,3,3,1,South,-14,-15
True,True,True,True,7,5,7,5,4,2,4,2,South,-15,-16
True,True,True,True,6,4,6,4,3,1,3,3,West,-16,-17
True,True,True,True,7,5,7,5,3,3,3,1,North,-17,-18
False,True,True,True,?,7,5,7,?,3,5,3,North,-18,-19
False,True,True,True,?,5,7,7,?,1,3,1,West,-19,180
False,True,True,True,?,6,6,8,?,4,4,6,West,180,179
True,True,True,True,9,7,7,9,7,5,5,7,West,179,178
True,True,True,True,10,8,8,10,9,7,7,9,West,178,177
True,True,True,False,11,9,9,?,11,9,9,?,West,177,176
True,True,True,False,12,10,10,?,11,9,9,?,North,176,175
False,True,True,False,?,11,11,?,?,11,11,?,North,175,274
False,True,True,True,?,11,11,13,?,9,9,11,East,274,273
True,True,True,True,12,10,10,12,9,7,7,9,South,273,272
True,True,True,True,11,11,9,11,9,7,7,9,South,272,271
True,True,True,True,10,10,8,10,9,7,7,9,East,271,270
True,False,True,True,9,?,9,11,7,?,5,7,South,270,269
True,False,True,True,8,?,8,10,7,?,5,7,East,269,268
True,True,True,True,7,9,7,9,7,5,7,7,East,268,267
True,True,True,False,8,10,8,?,5,3,5,?,South,267,266
True,True,True,True,9,11,9,11,3,1,3,1,South,266,265
False,True,True,True,?,12,10,12,?,0,2,2,West,265,264
False,True,True,True,?,13,11,13,?,2,2,4,West,264,263
True,True,True,True,12,14,12,14,3,3,1,3,South,263,462
True,True,True,True,11,13,11,13,12,14,12,14,East,462,461
True,True,True,True,10,12,10,12,10,12,10,12,East,461,460
True,True,True,True,11,13,11,13,11,13,11,13,South,460,459
True,False,True,True,10,?,12,12,9,?,11,11,East,459,458
False,False,True,True,?,?,13,11,?,?,12,10,East,458,557
False,False,False,True,?,?,?,23,?,?,?,12,East,557,556
False,False,True,True,?,?,24,22,?,?,14,12,West,556,555
True,False,True,True,21,?,23,23,10,?,12,12,West,555,554
True,True,False,True,20,22,?,22,8,10,?,10,North,554,553
True,True,True,True,19,21,19,21,7,9,7,9,North,553,552
True,True,True,True,18,20,18,20,5,7,5,7,North,552,551
True,True,True,True,17,19,17,19,4,6,4,6,East,551,550
True,True,False,True,16,18,?,18,4,6,?,6,East,550,549
True,True,False,True,16,18,?,18,5,7,?,7,East,549,548
True,True,True,True,15,17,15,17,7,7,5,7,North,548,547
True,False,True,True,14,?,14,16,5,?,3,5,East,547,546
True,True,True,True,13,15,15,15,5,3,3,5,East,546,545
True,True,True,False,14,16,16,?,5,3,3,?,South,545,544
True,True,True,False,15,17,17,?,4,2,2,?,South,544,543
True,True,True,False,16,18,18,?,3,3,1,?,South,543,542
True,False,True,False,17,?,19,?,1,?,1,?,South,542,741
True,True,True,True,18,20,20,18,17,19,19,17,East,741,740
True,True,True,True,19,21,21,19,19,21,21,19,East,740,739
True,True,False,True,20,22,?,20,19,21,?,19,East,739,738
False,True,True,True,?,21,21,19,?,21,21,19,North,738,737
True,True,True,True,18,20,20,18,17,19,19,17,West,737,736
True,True,True,True,17,19,19,17,17,19,19,17,West,736,735
True,True,True,True,16,18,18,16,15,17,17,15,North,735,734
True,True,True,True,15,17,17,15,15,17,17,15,North,734,733
True,True,False,True,14,16,?,14,14,16,?,14,North,733,732
True,True,True,True,13,15,15,13,13,15,15,13,North,732,731
True,True,True,True,12,14,14,12,11,13,13,11,North,731,730
True,True,True,True,13,15,15,13,12,14,14,12,East,730,729
True,True,True,True,14,16,16,14,12,14,14,12,East,729,728
True,True,True,True,13,15,15,13,10,12,12,10,North,728,727
True,True,True,True,12,14,14,12,10,12,12,10,North,727,726
True,True,True,True,11,13,13,11,10,12,12,10,North,726,825
False,True,True,True,?,?,?,?,?,12,12,10,North,825,824
False,True,True,True,?,?,?,?,?,10,10,8,West,824,823
False,True,True,True,?,?,?,?,?,9,9,7,West,823,822
False,True,True,True,?,?,?,?,?,9,9,7,West,822,821
False,True,True,True,?,?,?,?,?,7,7,5,West,821,820
False,True,True,True,?,?,?,?,?,5,5,3,West,820,819
False,False,True,True,?,?,?,?,?,?,4,2,West,819,818
False,False,True,True,?,?,?,?,?,?,4,2,West,818,817
False,False,True,True,?,?,?,?,?,?,4,2,West,817,816
False,False,True,True,?,?,?,?,?,?,4,2,West,816,815
False,True,True,True,?,?,?,?,?,1,3,1,West,815,814
False,True,True,True,?,?,?,?,?,1,1,3,West,814,813
True,False,True,True,?,?,?,?,1,?,1,3,South,813,812
True,True,True,True,6,4,4,6,9,7,9,9,East,-2,-3
True,True,True,True,5,3,3,5,9,7,9,7,East,-3,-4
True,True,True,True,4,2,2,4,8,6,8,6,South,-4,-5
True,True,True,True,3,1,1,3,8,6,8,6,South,-5,-6
True,True,True,True,2,2,0,2,8,6,8,6,South,-6,-7
True,True,True,True,3,3,1,3,7,5,7,5,West,-7,-8
False,True,True,True,?,4,2,4,?,5,7,5,West,-8,-9
False,True,True,True,?,5,3,5,?,5,5,3,West,-9,-10
False,True,True,True,?,6,4,6,?,3,5,3,West,-10,-11
False,True,True,True,?,7,5,7,?,3,3,1,West,-11,-12
False,True,True,True,?,5,7,7,?,1,3,1,West,-12,-13
True,True,True,True,6,4,6,6,2,2,2,0,South,-13,186
True,False,True,True,7,?,5,7,10,?,8,10,West,186,185
True,False,True,True,8,?,6,8,12,?,10,12,West,185,184
True,True,True,True,9,7,7,9,12,10,10,12,North,184,183
True,True,False,True,10,8,?,10,12,10,?,12,North,183,182
True,True,True,True,11,9,9,11,13,11,11,13,West,182,281
False,True,True,True,?,11,11,13,?,13,13,15,North,281,280
True,True,True,True,12,10,10,12,14,12,12,14,South,280,279
True,True,True,True,11,11,9,11,13,11,11,13,South,279,278
True,True,True,True,10,10,8,10,12,10,10,12,East,278,277
False,True,True,True,?,9,7,9,?,8,8,10,East,277,276
True,False,True,True,8,?,8,10,9,?,7,9,South,276,275
True,True,True,True,7,9,7,9,9,7,9,9,East,275,274
True,True,True,False,8,10,8,?,9,7,9,?,South,274,273
True,True,True,True,9,11,9,11,7,5,7,5,South,273,272
True,True,True,True,8,10,8,10,7,5,7,5,East,272,271
True,False,True,True,7,?,7,9,7,?,7,5,East,271,270
True,False,False,True,6,?,?,8,7,?,?,5,East,270,269
